,First_pokemon,Second_pokemon,Winner,win_class
22284,Cherubi,Pyukumuku,Cherubi,Special
22285,Spiritomb,Sobble,Sobble,Physical
22286,Forretress,Suicune,Suicune,Special
22287,Tapu Bulu,Lapras,Lapras,Physical
22288,Hitmonlee,Snorlax,Snorlax,Special
22289,Slaking,Starmie,Starmie,Special
22290,Drowzee,Omanyte,Omanyte,Physical
22291,Breloom,Armaldo,Armaldo,Physical
22292,Dracovish,Vileplume,Vileplume,Special
22293,Tsareena,Electrike,Tsareena,Physical
22294,Tsareena,Braviary,Braviary,Special
22295,Floette,Bewear,Bewear,Physical
22296,Alolan Marowak,Glameow,Alolan Marowak,Physical
22297,Relicanth,Zoroark,Zoroark,Special
22298,Pikipek,Dwebble,Pikipek,Physical
22299,Heat Rotom,Marowak,Heat Rotom,Physical
22300,Elgyem,Ivysaur,Ivysaur,Special
22301,Archeops,Paras,Archeops,Special
22302,Spiritomb,Vullaby,Spiritomb,Special
22303,Gossifleur,Cryogonal,Gossifleur,Special
22304,Skwovet,Pyukumuku,Skwovet,Physical
22305,Kyurem,Goodra,Goodra,Physical
22306,Sentret,Snover,Snover,Physical
22307,Pheromosa,Blipbug,Pheromosa,Physical
22308,Mega Heracross,Galvantula,Mega Heracross,Physical
22309,Magnemite,Dewgong,Dewgong,Physical
22310,Hatterene,Huntail,Huntail,Physical
22311,Staravia,Altaria,Altaria,Special
22312,Stunfisk,Kricketot,Stunfisk,Physical
22313,Dusknoir,Beheeyem,Beheeyem,Special
22314,Hydreigon,Chansey,Hydreigon,Physical
22315,Clefable,Tirtouga,Tirtouga,Physical
22316,Gligar,Scorbunny,Gligar,Physical
22317,Ursaring,Stakataka,Stakataka,Physical
22318,Serperior,Plusle,Plusle,Special
22319,Fomantis,Zapdos,Fomantis,Special
22320,Wimpod,Persian,Persian,Special
22321,Mismagius,Pidove,Mismagius,Special
22322,Fennekin,Mega Lopunny,Mega Lopunny,Physical
22323,Skiddo,Sneasel,Skiddo,Physical
22324,Cubchoo,Leavanny,Leavanny,Physical
22325,Klefki,Rowlet,Klefki,Special
22326,Poliwrath,Gumshoos,Gumshoos,Physical
22327,Pichu,Arctovish,Arctovish,Special
22328,Guzzlord,Swadloon,Guzzlord,Physical
22329,Bibarel,Remoraid,Bibarel,Physical
22330,Wooloo,Gothita,Gothita,Special
22331,Grookey,Bisharp,Bisharp,Special
22332,Diglett,Petilil,Petilil,Special
22333,Palpitoad,Mega Aggron,Mega Aggron,Physical
22334,Patrat,Pawniard,Pawniard,Physical
22335,Sneasel,Crabominable,Crabominable,Physical
22336,Silicobra,Gengar,Silicobra,Physical
22337,Wailord,Milcery,Wailord,Physical
22338,Litten,Metang,Metang,Physical
22339,Timburr,Mewtwo,Mewtwo,Special
22340,Metagross,Bidoof,Metagross,Physical
22341,Mega Scizor,Poliwag,Mega Scizor,Physical
22342,Swablu,Alolan Diglett,Swablu,Special
22343,Beheeyem,Mega Glalie,Mega Glalie,Special
22344,Oddish,Shedinja,Oddish,Physical
22345,Sandile,Ultra Necrozma,Ultra Necrozma,Special
22346,Sentret,Trevenant,Trevenant,Special
22347,Spewpa,Spinda,Spewpa,Physical
22348,Chatot,Emolga,Emolga,Physical
22349,Houndour,Pelipper,Pelipper,Physical
22350,Frosmoth,Nosepass,Frosmoth,Physical
22351,Mismagius,Mega Glalie,Mega Glalie,Physical
22352,Clawitzer,Gastrodon,Gastrodon,Special
22353,Mega Gallade,Cramorant,Mega Gallade,Physical
22354,Calyrex,Solgaleo,Solgaleo,Physical
22355,Electrike,Latias,Latias,Special
22356,Octillery,Mismagius,Octillery,Special
22357,Thievul,Dubwool,Thievul,Physical
22358,Pignite,Taillow,Pignite,Physical
22359,Elgyem,Hypno,Elgyem,Special
22360,Roggenrola,Thievul,Thievul,Special
22361,Appletun,Victreebel,Appletun,Physical
22362,Silcoon,Sandile,Sandile,Physical
22363,Gardevoir,Makuhita,Gardevoir,Special
22364,Deino,Dubwool,Dubwool,Physical
22365,Magnezone,Conkeldurr,Conkeldurr,Physical
22366,Primarina,Krokorok,Primarina,Special
22367,Vullaby,Feebas,Vullaby,Special
22368,Dratini,Torchic,Torchic,Physical
22369,Karrablast,Glalie,Glalie,Physical
22370,Delphox,Mega Abomasnow,Delphox,Special
22371,Mamoswine,Hoopa Unbound,Mamoswine,Special
22372,Infernape,Celebi,Celebi,Physical
22373,Zekrom,Arceus,Zekrom,Physical
22374,Igglybuff,Kabuto,Kabuto,Physical
22375,Cofagrigus,Dragonair,Cofagrigus,Physical
22376,Alolan Persian,Latias,Alolan Persian,Physical
22377,Purrloin,Venipede,Venipede,Special
22378,Gible,Fletchinder,Gible,Special
22379,Finneon,Gothitelle,Gothitelle,Special
22380,Politoed,Klefki,Politoed,Special
22381,Gigalith,Crabominable,Crabominable,Physical
22382,Volcarona,Magby,Volcarona,Physical
22383,Natu,Seismitoad,Seismitoad,Physical
22384,Alolan Ninetales,Psyduck,Psyduck,Physical
22385,Skitty,Carracosta,Carracosta,Physical
22386,Zweilous,Ribombee,Zweilous,Physical
22387,Lickilicky,Pelipper,Lickilicky,Physical
22388,Luxio,Chespin,Luxio,Physical
22389,Guzzlord,Morgrem,Guzzlord,Physical
22390,Zarude,Pyroar,Pyroar,Special
22391,Cinderace,Totodile,Cinderace,Physical
22392,Sinistea,Zangoose,Zangoose,Physical
22393,Serperior,Celesteela,Celesteela,Physical
22394,Snubbull,Foongus,Foongus,Special
22395,Skitty,Palkia,Palkia,Physical
22396,Doduo,Yamask,Yamask,Special
22397,Scizor,Greedent,Greedent,Physical
22398,Xerneas,Pidgeotto,Xerneas,Physical
22399,Mudkip,Darkrai,Mudkip,Physical
22400,Mienfoo,Morelull,Morelull,Special
22401,Impidimp,Mareep,Mareep,Special
22402,Yamper,Exploud,Exploud,Physical
22403,Torchic,Charjabug,Torchic,Physical
22404,Celebi,Silvally,Celebi,Physical
22405,Octillery,Sunflora,Octillery,Special
22406,Primal Kyogre,Mienshao,Primal Kyogre,Special
22407,Spiritomb,Suicune,Suicune,Special
22408,Yanma,Ekans,Yanma,Special
22409,Tropius,Cacturne,Cacturne,Special
22410,Dragonair,Butterfree,Butterfree,Special
22411,Alolan Ninetales,Chinchou,Chinchou,Physical
22412,Quagsire,Wynaut,Quagsire,Physical
22413,Chimchar,Camerupt,Camerupt,Physical
22414,Slugma,Aromatisse,Aromatisse,Special
22415,Rillaboom,Huntail,Rillaboom,Physical
22416,Palpitoad,Electivire,Electivire,Physical
22417,Typhlosion,Zoroark,Zoroark,Special
22418,Heracross,Tympole,Heracross,Physical
22419,Rapidash,Axew,Axew,Physical
22420,Qwilfish,Brionne,Qwilfish,Physical
22421,Poliwrath,Arceus,Arceus,Special
22422,Mow Rotom,Tangrowth,Tangrowth,Physical
22423,Excadrill,Gothorita,Excadrill,Physical
22424,Simisear,Alolan Vulpix,Simisear,Physical
22425,Seadra,Drifblim,Seadra,Special
22426,Mega Altaria,Wynaut,Mega Altaria,Special
22427,Haxorus,Tapu Lele,Tapu Lele,Special
22428,Politoed,Sobble,Politoed,Physical
22429,Sliggoo,Baltoy,Sliggoo,Physical
22430,Scraggy,Mega Altaria,Mega Altaria,Physical
22431,Armaldo,Natu,Armaldo,Physical
22432,Yveltal,Bronzor,Yveltal,Physical
22433,Clefairy,Rolycoly,Clefairy,Physical
22434,Glastrier,Purrloin,Glastrier,Special
22435,Frillish,Slowking,Frillish,Special
22436,Incineroar,Throh,Throh,Physical
22437,Silvally,Gastrodon,Silvally,Special
22438,Darumaka,Sinistea,Darumaka,Physical
22439,Torkoal,Blissey,Torkoal,Physical
22440,Mega Diancie,Slaking,Mega Diancie,Special
22441,Crawdaunt,Primarina,Primarina,Special
22442,Florges,Klinklang,Klinklang,Physical
22443,Panpour,Barboach,Panpour,Physical
22444,Eternatus,Drednaw,Drednaw,Special
22445,Alolan Marowak,Spoink,Alolan Marowak,Physical
22446,Gurdurr,Mega Blaziken,Mega Blaziken,Physical
22447,Wynaut,Carracosta,Carracosta,Physical
22448,Butterfree,Chimecho,Chimecho,Physical
22449,Sewaddle,Zapdos,Zapdos,Special
22450,Cinderace,Mothim,Cinderace,Physical
22451,Tentacruel,Machamp,Machamp,Physical
22452,Nidorino,Illumise,Nidorino,Physical
22453,Pyroar,Mantyke,Pyroar,Physical
22454,Cutiefly,Togepi,Togepi,Physical
22455,Pineco,Toucannon,Toucannon,Physical
22456,Crabominable,Archeops,Crabominable,Physical
22457,Rockruff,Jellicent,Jellicent,Special
22458,Steelix,Arctovish,Arctovish,Special
22459,Vibrava,Steenee,Steenee,Physical
22460,Salamence,Garchomp,Garchomp,Physical
22461,Black Kyurem,Audino,Black Kyurem,Physical
22462,Duskull,Vigoroth,Vigoroth,Physical
22463,Skrelp,Steelix,Steelix,Physical
22464,Glaceon,Porygon2,Glaceon,Physical
22465,Milcery,Hydreigon,Hydreigon,Physical
22466,Mesprit,Arctozolt,Arctozolt,Physical
22467,Cryogonal,Dragonite,Dragonite,Physical
22468,Seviper,Luxray,Seviper,Physical
22469,Starmie,Duraludon,Starmie,Special
22470,Drakloak,Corsola,Drakloak,Physical
22471,Bagon,Wobbuffet,Bagon,Physical
22472,Spinarak,Cursola,Cursola,Physical
22473,Clauncher,Croagunk,Clauncher,Special
22474,Barboach,Escavalier,Escavalier,Physical
22475,Axew,Sandygast,Axew,Physical
22476,Bergmite,Larvesta,Larvesta,Physical
22477,Pelipper,Tropius,Tropius,Physical
22478,Magneton,Cascoon,Magneton,Physical
22479,Leafeon,Raichu,Raichu,Physical
22480,Chewtle,Sandslash,Sandslash,Physical
22481,Maractus,Pinsir,Pinsir,Physical
22482,Lotad,Deerling,Lotad,Special
22483,Marshadow,Armaldo,Armaldo,Physical
22484,Celebi,Archeops,Celebi,Physical
22485,Lilligant,Lileep,Lilligant,Physical
22486,Mega Abomasnow,Numel,Mega Abomasnow,Physical
22487,Frogadier,Mega Tyranitar,Mega Tyranitar,Physical
22488,Machoke,Mandibuzz,Machoke,Physical
22489,Carnivine,Spheal,Carnivine,Special
22490,Taillow,Haunter,Haunter,Special
22491,Magearna,Weepinbell,Magearna,Special
22492,Volcarona,Klefki,Volcarona,Special
22493,Solgaleo,Pancham,Solgaleo,Physical
22494,Bronzong,Malamar,Bronzong,Special
22495,Prinplup,Alolan Graveler,Alolan Graveler,Physical
22496,Togedemaru,Arctozolt,Arctozolt,Special
22497,Flareon,Klinklang,Flareon,Physical
22498,Gothorita,Ludicolo,Gothorita,Physical
22499,Finneon,Frogadier,Finneon,Physical
22500,Bronzong,Coalossal,Bronzong,Special
22501,Magby,Sunflora,Sunflora,Special
22502,Swirlix,Durant,Durant,Physical
22503,Arctovish,Oddish,Arctovish,Physical
22504,Tsareena,Toxapex,Toxapex,Physical
22505,Lurantis,Poliwag,Lurantis,Physical
22506,Vileplume,Buzzwole,Buzzwole,Physical
22507,Skrelp,Primeape,Primeape,Physical
22508,Bellossom,Mantine,Mantine,Physical
22509,Mega Tyranitar,Mesprit,Mesprit,Special
22510,Bunnelby,Lopunny,Lopunny,Physical
22511,Calyrex,Eternatus,Calyrex,Special
22512,Mega Medicham,Genesect,Genesect,Physical
22513,Mareep,Coalossal,Coalossal,Physical
22514,Linoone,Virizion,Virizion,Physical
22515,Alolan Raichu,Grimmsnarl,Grimmsnarl,Physical
22516,Clefairy,Frosmoth,Frosmoth,Physical
22517,Abomasnow,Popplio,Abomasnow,Physical
22518,Oddish,Cosmog,Oddish,Physical
22519,Accelgor,Heatmor,Heatmor,Physical
22520,Mantyke,Pheromosa,Mantyke,Physical
22521,Voltorb,Voltorb,Voltorb,Physical
22522,Cascoon,Politoed,Politoed,Physical
22523,Krokorok,Swoobat,Krokorok,Physical
22524,Umbreon,Mega Charizard X,Mega Charizard X,Physical
22525,Lillipup,Conkeldurr,Conkeldurr,Physical
22526,Gothitelle,Hippowdon,Gothitelle,Special
22527,Alcremie,Mega Lucario,Alcremie,Special
22528,Salandit,Conkeldurr,Conkeldurr,Physical
22529,Deino,Petilil,Deino,Physical
22530,Rufflet,Seaking,Rufflet,Physical
22531,Kirlia,Cloyster,Kirlia,Physical
22532,Bisharp,Happiny,Happiny,Special
22533,Ivysaur,Conkeldurr,Conkeldurr,Physical
22534,Heatmor,Gyarados,Gyarados,Physical
22535,Surskit,Stonjourner,Surskit,Special
22536,Breloom,Cacnea,Cacnea,Physical
22537,Salamence,Toxapex,Salamence,Physical
22538,Fomantis,Heat Rotom,Heat Rotom,Special
22539,Hypno,Roggenrola,Roggenrola,Physical
22540,Slugma,Helioptile,Helioptile,Physical
22541,Victreebel,Mega Ampharos,Mega Ampharos,Physical
22542,Sandshrew,Cufant,Sandshrew,Physical
22543,Slaking,Breloom,Slaking,Special
22544,Roggenrola,Tyrogue,Roggenrola,Special
22545,Malamar,Carracosta,Carracosta,Physical
22546,Sunkern,Illumise,Illumise,Special
22547,Deino,Sealeo,Sealeo,Physical
22548,Inkay,Slowpoke,Slowpoke,Special
22549,Sizzlipede,Shellos,Shellos,Special
22550,Drednaw,Fletchling,Drednaw,Physical
22551,Bonsly,Marshtomp,Marshtomp,Special
22552,Watchog,Carbink,Carbink,Physical
22553,Mow Rotom,Crustle,Mow Rotom,Special
22554,Ampharos,Minccino,Minccino,Special
22555,Hariyama,Barbaracle,Hariyama,Physical
22556,Trevenant,Joltik,Joltik,Special
22557,Alolan Rattata,Beedrill,Beedrill,Physical
22558,Probopass,Haunter,Probopass,Special
22559,Sudowoodo,Gastly,Sudowoodo,Physical
22560,Cosmog,Mismagius,Mismagius,Physical
22561,Silcoon,Indeedee Male,Silcoon,Physical
22562,Hattrem,Pikipek,Hattrem,Special
22563,Cradily,Politoed,Cradily,Physical
22564,Brionne,Slowbro,Slowbro,Physical
22565,Abomasnow,Weepinbell,Weepinbell,Physical
22566,Tentacool,Jigglypuff,Tentacool,Special
22567,Alolan Ninetales,Empoleon,Alolan Ninetales,Physical
22568,Stufful,Dedenne,Dedenne,Physical
22569,Lopunny,Cubone,Cubone,Physical
22570,Wynaut,Tapu Bulu,Tapu Bulu,Physical
22571,Ninetales,Darumaka,Ninetales,Physical
22572,Kricketune,Machamp,Machamp,Physical
22573,Arceus,Cutiefly,Arceus,Physical
22574,Yveltal,Pancham,Yveltal,Physical
22575,Rockruff,Pinsir,Pinsir,Physical
22576,Turtwig,Bruxish,Turtwig,Physical
22577,Wooloo,Froakie,Froakie,Physical
22578,Mamoswine,Carkol,Carkol,Physical
22579,Mega Audino,Kakuna,Mega Audino,Physical
22580,Falinks,Wigglytuff,Wigglytuff,Physical
22581,Sableye,Froslass,Froslass,Special
22582,Stunfisk,Cacturne,Cacturne,Physical
22583,Arbok,Glameow,Arbok,Physical
22584,Onix,Trapinch,Onix,Physical
22585,Lanturn,Skuntank,Lanturn,Physical
22586,Volcanion,Gossifleur,Volcanion,Special
22587,Mareep,Kricketot,Mareep,Special
22588,Dragonite,Oddish,Dragonite,Special
22589,Wooper,Tirtouga,Tirtouga,Physical
22590,Mega Medicham,Noctowl,Mega Medicham,Special
22591,Shuppet,Typhlosion,Typhlosion,Physical
22592,Shuppet,Froslass,Froslass,Special
22593,Dracovish,Crabominable,Dracovish,Physical
22594,Gurdurr,Magearna,Magearna,Physical
22595,Eternatus,Pikachu,Eternatus,Physical
22596,Tangela,Ducklett,Tangela,Physical
22597,Azelf,Archen,Azelf,Physical
22598,Hawlucha,Mega Charizard X,Mega Charizard X,Special
22599,Machamp,Pawniard,Machamp,Physical
22600,Dewott,Diglett,Dewott,Special
22601,Mesprit,Mega Camerupt,Mesprit,Physical
22602,Primal Kyogre,Cherubi,Primal Kyogre,Physical
22603,Regice,Vanilluxe,Vanilluxe,Physical
22604,Sandslash,Yanma,Sandslash,Physical
22605,Alolan Grimer,Furret,Furret,Physical
22606,Empoleon,Seismitoad,Seismitoad,Special
22607,Tauros,Marshadow,Marshadow,Physical
22608,Cofagrigus,Nidorino,Cofagrigus,Physical
22609,Clawitzer,Braixen,Clawitzer,Physical
22610,Pyroar,Bonsly,Bonsly,Physical
22611,Honedge,Meowstic Male,Honedge,Physical
22612,Surskit,Barbaracle,Barbaracle,Physical
22613,Duosion,Alcremie,Alcremie,Special
22614,Seadra,Mega Houndoom,Seadra,Special
22615,Talonflame,Alolan Rattata,Talonflame,Physical
22616,Joltik,Magcargo,Joltik,Special
22617,Houndour,Mega Garchomp,Mega Garchomp,Physical
22618,Mega Manectric,Omastar,Mega Manectric,Physical
22619,Toxel,Moltres,Toxel,Special
22620,Claydol,Carracosta,Carracosta,Special
22621,Lickitung,Uxie,Lickitung,Physical
22622,Weedle,Drampa,Drampa,Physical
22623,Venusaur,Scraggy,Venusaur,Physical
22624,Roggenrola,Grotle,Grotle,Special
22625,Carbink,Zorua,Carbink,Physical
22626,Pansear,Whismur,Pansear,Physical
22627,Magnemite,Scraggy,Scraggy,Physical
22628,Houndour,Axew,Axew,Physical
22629,Chandelure,Flareon,Chandelure,Special
22630,Mega Manectric,Stufful,Mega Manectric,Physical
22631,Meowstic Male,Cofagrigus,Meowstic Male,Physical
22632,Hydreigon,Suicune,Hydreigon,Physical
22633,Mareanie,Mega Venusaur,Mega Venusaur,Physical
22634,Dodrio,Omanyte,Omanyte,Physical
22635,Umbreon,Totodile,Totodile,Special
22636,Cacturne,Surskit,Cacturne,Physical
22637,Goldeen,Toxicroak,Toxicroak,Physical
22638,Magmar,Alolan Grimer,Magmar,Physical
22639,Spinda,Noibat,Noibat,Special
22640,Piloswine,Omanyte,Piloswine,Physical
22641,Mudbray,Eelektross,Eelektross,Special
22642,Regirock,Skorupi,Regirock,Physical
22643,Nidoking,Pansage,Nidoking,Special
22644,Gurdurr,Growlithe,Gurdurr,Physical
22645,Cufant,Mega Abomasnow,Mega Abomasnow,Physical
22646,Klefki,Swanna,Swanna,Special
22647,Kecleon,Seel,Kecleon,Physical
22648,Shedinja,Mega Ampharos,Mega Ampharos,Physical
22649,Hattrem,Raikou,Hattrem,Special
22650,Gorebyss,Heatmor,Heatmor,Physical
22651,Staraptor,Silvally,Staraptor,Physical
22652,Doduo,Cacnea,Doduo,Physical
22653,White Kyurem,Snivy,White Kyurem,Physical
22654,Dracovish,Piloswine,Dracovish,Physical
22655,Steelix,Steenee,Steelix,Physical
22656,Lumineon,Garchomp,Garchomp,Special
22657,Mega Audino,Dragalge,Mega Audino,Physical
22658,Mega Diancie,Chingling,Mega Diancie,Physical
22659,Baltoy,Leavanny,Leavanny,Physical
22660,Hippopotas,Mareanie,Hippopotas,Physical
22661,Swanna,Zoroark,Zoroark,Special
22662,Pachirisu,Gastrodon,Gastrodon,Special
22663,Duosion,Solrock,Solrock,Physical
22664,Mega Gengar,Rhydon,Mega Gengar,Special
22665,Sentret,Ducklett,Sentret,Physical
22666,Mareep,Dartrix,Dartrix,Physical
22667,Hippopotas,Dusknoir,Dusknoir,Physical
22668,Klink,Polteageist,Polteageist,Special
22669,Arctovish,Rhydon,Rhydon,Physical
22670,Eternatus Eternamax,Hitmonlee,Eternatus Eternamax,Physical
22671,Golett,Ledyba,Golett,Physical
22672,Cutiefly,Skrelp,Cutiefly,Special
22673,Mega Blaziken,Ampharos,Mega Blaziken,Physical
22674,Alcremie,Snover,Snover,Physical
22675,Bergmite,Floette,Floette,Physical
22676,Electivire,Mareep,Electivire,Physical
22677,Arcanine,Swadloon,Arcanine,Physical
22678,Cramorant,Florges,Florges,Physical
22679,Krokorok,Venipede,Krokorok,Physical
22680,Mamoswine,Dracozolt,Mamoswine,Physical
22681,Magnezone,Kricketot,Magnezone,Special
22682,Zangoose,Spritzee,Zangoose,Physical
22683,Charmeleon,Cradily,Cradily,Special
22684,Ninjask,Lilligant,Ninjask,Physical
22685,Thwackey,Scrafty,Scrafty,Physical
22686,Froakie,Virizion,Froakie,Physical
22687,Noctowl,Milcery,Noctowl,Physical
22688,Trumbeak,Cursola,Cursola,Special
22689,Zebstrika,Luvdisc,Zebstrika,Physical
22690,Pyukumuku,Mega Charizard X,Mega Charizard X,Physical
22691,Seedot,Aurorus,Aurorus,Physical
22692,Melmetal,Bastiodon,Melmetal,Physical
22693,Buneary,Exploud,Exploud,Physical
22694,Mega Slowbro,Heracross,Mega Slowbro,Special
22695,Lunatone,Perrserker,Perrserker,Physical
22696,Slowbro,Raticate,Raticate,Physical
22697,Cloyster,Snubbull,Snubbull,Physical
22698,Bonsly,Minun,Bonsly,Physical
22699,Pyroar,Tropius,Pyroar,Physical
22700,Goodra,Tyrantrum,Goodra,Special
22701,Bagon,Torracat,Bagon,Physical
22702,Mega Heracross,Vikavolt,Mega Heracross,Physical
22703,Oranguru,Naganadel,Naganadel,Special
22704,Swampert,Starmie,Swampert,Physical
22705,Charizard,Weedle,Charizard,Physical
22706,Illumise,Alolan Persian,Illumise,Physical
22707,Mega Kangaskhan,Wynaut,Wynaut,Special
22708,Quilava,Tauros,Quilava,Physical
22709,Alolan Diglett,Paras,Paras,Physical
22710,Azelf,Alolan Sandshrew,Azelf,Physical
22711,Cryogonal,Shroomish,Shroomish,Physical
22712,Nincada,Audino,Nincada,Special
22713,Charmeleon,Stufful,Charmeleon,Physical
22714,Mega Charizard Y,Wartortle,Mega Charizard Y,Physical
22715,Heracross,Ninjask,Heracross,Physical
22716,Tapu Bulu,Metagross,Metagross,Physical
22717,Graveler,Tympole,Graveler,Physical
22718,Starly,Mega Charizard Y,Mega Charizard Y,Physical
22719,Lickitung,Tangrowth,Tangrowth,Physical
22720,Latios,Sunkern,Latios,Special
22721,Parasect,Oranguru,Parasect,Physical
22722,Solgaleo,Sandile,Solgaleo,Physical
22723,Carnivine,Bibarel,Bibarel,Physical
22724,Manaphy,Alolan Sandslash,Manaphy,Physical
22725,Xatu,Doublade,Xatu,Special
22726,Marshadow,Croconaw,Marshadow,Physical
22727,Shiftry,Whismur,Shiftry,Physical
22728,Salamence,Krookodile,Krookodile,Physical
22729,Pinsir,Victreebel,Victreebel,Physical
22730,Alolan Raichu,Whismur,Alolan Raichu,Physical
22731,Dreepy,Drizzile,Dreepy,Physical
22732,Mega Gallade,Zebstrika,Zebstrika,Physical
22733,Primal Kyogre,Mega Altaria,Primal Kyogre,Physical
22734,Cinderace,Alolan Graveler,Cinderace,Physical
22735,Toucannon,Turtwig,Toucannon,Physical
22736,Porygon2,Cutiefly,Cutiefly,Special
22737,Rowlet,Leafeon,Leafeon,Physical
22738,Bewear,Magnezone,Bewear,Physical
22739,Klang,Throh,Throh,Physical
22740,Mega Slowbro,Dedenne,Dedenne,Special
22741,Cutiefly,Vigoroth,Vigoroth,Physical
22742,Samurott,Carvanha,Samurott,Physical
22743,Pawniard,Spritzee,Pawniard,Special
22744,Lillipup,Tyrantrum,Tyrantrum,Physical
22745,Meowth,Volcarona,Volcarona,Physical
22746,Simisear,Latios,Simisear,Physical
22747,Golisopod,Steelix,Steelix,Physical
22748,Infernape,Whismur,Infernape,Physical
22749,Slowking,Bewear,Bewear,Physical
22750,Chatot,Eevee,Eevee,Physical
22751,Kricketune,Raboot,Raboot,Physical
22752,Mega Garchomp,Copperajah,Mega Garchomp,Physical
22753,Staryu,Sigilyph,Sigilyph,Special
22754,Meowstic Female,Chandelure,Meowstic Female,Physical
22755,Yanma,Servine,Yanma,Physical
22756,Swirlix,Mega Mawile,Mega Mawile,Special
22757,Alolan Sandslash,Swampert,Alolan Sandslash,Physical
22758,Tentacool,Tympole,Tentacool,Physical
22759,Gligar,Stakataka,Stakataka,Physical
22760,Appletun,Meganium,Appletun,Special
22761,Crabominable,Fletchinder,Fletchinder,Physical
22762,Cosmog,Snorunt,Snorunt,Physical
22763,Alolan Raticate,Skrelp,Alolan Raticate,Special
22764,Bronzong,Spewpa,Spewpa,Special
22765,Mega Alakazam,Cofagrigus,Cofagrigus,Physical
22766,Morelull,Numel,Numel,Physical
22767,Shelmet,Arrokuda,Arrokuda,Physical
22768,Trubbish,Klinklang,Klinklang,Physical
22769,Krokorok,Corviknight,Krokorok,Physical
22770,Chatot,Cleffa,Chatot,Physical
22771,Trumbeak,Mightyena,Trumbeak,Special
22772,Braviary,Goodra,Goodra,Physical
22773,Mega Lucario,Pachirisu,Mega Lucario,Physical
22774,Psyduck,Girafarig,Girafarig,Physical
22775,Cacturne,Exeggutor,Cacturne,Physical
22776,Lunala,Skorupi,Skorupi,Physical
22777,Solrock,Nidorino,Nidorino,Special
22778,Xatu,Tirtouga,Xatu,Special
22779,Poochyena,Buneary,Buneary,Physical
22780,Slowking,Magmortar,Magmortar,Special
22781,Krookodile,Poipole,Krookodile,Physical
22782,Flaaffy,Pidgeot,Flaaffy,Special
22783,Charmeleon,Cryogonal,Charmeleon,Physical
22784,Black Kyurem,Greedent,Greedent,Physical
22785,Garchomp,Illumise,Garchomp,Special
22786,Eelektross,Inteleon,Inteleon,Physical
22787,Bruxish,Fearow,Bruxish,Physical
22788,Vullaby,Croconaw,Croconaw,Special
22789,Carkol,Magneton,Carkol,Physical
22790,Growlithe,Mareanie,Growlithe,Physical
